popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
1.1778361261441486,0.723440514602542,-0.17586311452816475,0.7458028629720532,-0.8222809227980347,1.648142942506067,-0.6747200034613564,-1.6196260080021874,0.5971340949853179,0.24906988219210055,-0.46508051793853905,1.1459512188061542,0.5434510475473762,0.7933170971756158,0.30973843930144884,classical
1.2106062284785546,2.3049770253783493,-0.17586311452816475,-0.2527741268914673,1.5647771441348675,-1.474307604765253,0.9483791134230787,0.617426489238403,1.8817391869269429,-0.3750084008024305,-0.4650870411833249,-0.6077441397558805,0.7897077211140997,-0.8223386858494732,0.30973843930144884,classical
1.0467557168065253,0.047057367858042556,-0.17586311452816475,0.5259903180335422,0.5796420688927174,1.648142942506067,0.6700742104640072,-1.6196260080021874,-0.45832522379915225,0.21622365677133573,-0.4106211138451402,2.1747858291625484,-0.19942325104557238,0.6778730402998703,0.30973843930144884,classical
1.505537149488207,0.7309912531522529,-0.17586311452816475,1.0723815011664117,-0.7275563963324434,1.648142942506067,-0.8534819480592671,-1.6196260080021874,-0.21702778085336055,0.25728143854729174,-0.4150543870005738,-0.28818187441790966,0.6132237717246145,0.7930365905579376,0.30973843930144884,classical
1.2106062284785546,1.4909559274112223,-0.17586311452816475,0.3689813573631773,-0.6707216804530886,0.5127063798619507,-1.153891025080653,-1.6196260080021874,-0.15800538473712375,0.21622365677133573,-0.43152083014932735,0.6860933247832208,-1.0120702738157592,-0.004163216884782735,0.30973843930144884,classical
1.308916535481772,0.723440514602542,-0.17586311452816475,0.7458028629720532,-0.8222809227980347,1.648142942506067,-0.6747200034613564,-1.6196260080021874,0.5971340949853179,0.24906988219210055,-0.46508051793853905,1.1459512188061542,0.5434510475473762,0.7933170971756158,0.30973843930144884,classical
1.2106062284785546,0.7951725308247953,-0.17586311452816475,0.7395225045452386,0.2916795084373198,1.080424661184009,0.1811120781862357,-1.6196260080021874,0.08849991668951233,0.22443521312652692,-0.4650870411833249,-0.506419519038963,0.7527692200790912,0.980539680775132,0.30973843930144884,classical
-0.7228298092513904,1.9601656851980294,-0.17586311452816475,-1.847985167302374,-1.0571977484327013,-1.474307604765253,-0.45531011461462567,-1.6196260080021874,-0.36111186549005636,1.2673028702358091,2.2455428309961003,0.007997786139234046,-1.4512280083430824,0.6468614753453973,-1.5858456445507447,classical
-0.6572896045825787,-0.31706841831704935,-0.17586311452816475,-0.1774098257696921,-1.1329773696051744,1.080424661184009,-1.3844271760392868,0.617426489238403,-0.23959516760368646,1.34120687743253,2.524205715051929,-0.4596543094773087,0.3998013213001208,-1.2163258140801174,0.30973843930144884,classical
-0.6900597069169846,-0.5394719901448973,-0.17586311452816475,-1.06294036395055,-1.0230969189050885,1.080424661184009,-1.2026982282115353,0.617426489238403,-0.15800538473712375,1.327520950173878,2.565371822923813,1.26286424271029,0.6665793843307379,-1.1766808787815353,0.30973843930144884,classical
-0.7228298092513904,2.6792019243636793,-0.17586311452816475,-0.9561742706947016,-1.7342886636087482,-0.9065893234431949,-3.3816654002066526,0.617426489238403,-0.2552187430462197,1.3439440628842605,2.4608732414028776,-0.6856861556919709,-1.3568296168091716,-0.07753128110873155,0.30973843930144884,classical
-0.6900597069169846,-0.308831248990092,-0.17586311452816475,-2.1934048807771767,-1.6187247413207266,-0.9065893234431949,-1.489904140860129,0.617426489238403,-0.2326513562958938,1.1249692267458287,2.369041154611752,-0.6108618203933242,-1.8390822692106716,-1.5694213109336081,0.30973843930144884,classical
-0.7228298092513904,-1.5526781388995112,-0.17586311452816475,0.6892796371307218,-1.367894195239841,0.5127063798619507,-1.4043060976792203,0.617426489238403,0.9964032451833906,1.3329953210773389,2.524205715051929,-0.3739180919476092,1.1549884535714057,-1.1381579699536675,-1.5858456445507447,classical
-0.6572896045825787,1.2810539761139754,-0.17586311452816475,-2.809508042447688,-1.5171800489496128,-0.9065893234431949,-2.2952971676004266,0.617426489238403,-0.1840446771413459,1.149603895811402,2.4767063598151404,-0.4362717046964815,-1.7606905614585981,1.8067563394466106,0.30973843930144884,classical
-0.7228298092513904,-0.030603694202677025,-0.17586311452816475,-1.5465279628152733,-1.3716831762984645,-0.9065893234431949,-1.9555752977836498,0.617426489238403,-0.2326513562958938,1.3439440628842605,1.8750478601491463,1.4499250809569069,0.09608475723449561,-1.2395143611415524,-1.5858456445507447,classical
-0.6900597069169846,-1.0349034036225184,-0.17586311452816475,-0.9561742706947016,-1.681242928788017,-1.474307604765253,-3.1162669612973883,-1.6196260080021874,-0.3767354409325896,1.3494184337877213,2.210709970489122,-0.3115644791987368,-0.17479758368890003,1.6156066631995933,-1.5858456445507447,classical
